
Substantifs
chardenal	1
arabois	1
testament	1
plante2	1
estoc2	1
glotonie	1
fossé	1
carriere	1
rote4	1
queuz	1
malaventure	1
moins	1
usurier	1
devorëor	1
charge	1
octembre	1
gramaire2	1
retorique	1
divinité	1
chargier	1
crucefis	1
rüe2	1
amistié	1
grabat	1
degré	1
torterole	1
masle	1
mendi	1
anuit	1
escüele	1
hanap	1
lavëure	1
postcomunïon	1
encens	1
sidoine	1
bru	1
senat	1
aleine	1
müel	1
monument	1
mois2	1
juillet	1
piment	1
amen	1
province	1
jointure	1
delice	1
pel2	1
merle1	1
buison	1
plaie1	1
chardon	1
vilté	1
espessece	1
archiee	1
congregacïon	1
malice	1
ele1	1
bec	1
provende	1
assaut	1
boschage	1
mescrëant	1
endroit	1
cuivre1	1
moinet1	1
manant	1
escroler	1
meschief	1
ainzné	1
moinsné	1
barillet	1
muis	1
farine	1
quel1	1
refretoir	1
visïon	1
celer1	1
lime3	1
tence	1
enfançon	1
gole	1
huche2	1
häine	1
entoschement	1
celier	1
sosdïacre	1
tantet	1
ampole	1
inobedïence	1
estoupail	1
desesperance	1
ampolete	1
poison	1
fisiciien	1
jöee	1
esgart	1
no1	1
labor1	1
oscurté	1
air2	1
esperitos	1
laschece	1

Adjectifs
saint	1743
grant	745
bel1	176
bon	152
haut	146
verai	52
riche	49
dolent	49
sol1	41
lonc	37
lié1	35
mauvais	33
plein	32
povre	29
parmanable	28
droit	28
vieil	25
umain	25
douz	24
divers	23
mal1	23
poissant	21
prochain	21
crüel	19
crestiien	18
coi1	18
benëoit	17
piu	16
propre	16
grief	15
digne	14
sain	14
precïos	14
chaitif	14
estrange	13
glorïos	13
cler	13
mortel	13
chier	13
noir	13
solitaire	12
terrïen	12
religïos	12
sage	12
däerrain	12
felon	12
petit	11
triste	11
orrible	11
celestïal	11
benëir	10
malade	10
lointain	10
bienëuré	10
ententif	9
fol3	9
anciien	9
hardi	9
droiturier2	9
merveillos	9
lait1	8
entier	8
juene	8
doloros	7
sovent	7
blanc	7
devin1	7
roial2	7
paien	6
besoignos	6
nu1	6
estroit	6
certain	6
faus	6
pur	6
hisdos	6
avugle	6
mal	6
vain	6
covenable	5
dur	5
confus1	5
meillor	5
söef	5
brief	5
crëable	5
sauvage	5
joios	5
misericort	5
voir	5
debonaire	4
espès	4
sëur2	4
mol	4
chaut	4
jovencel	4
veve2	4
sec	4
parfont	4
orgoillos	4
lé	4
fort	4
ebrieu	4
las	4
näif	3
aspre	3
sarrasin	3
plenier2	3
voisos	3
sauf	3
bas	3
desert1	3
legier2	3
gros	3
vif	3
paisible	3
novel	3
comun	3
destre	3
assidüel	3
virge	3
parçonier	3
malëuros	3
desert2	3
maligne1	3
joiant	3
coupable2	3
onorable	3
oneste	3
delitable	3
mu1	3
mort	2
secré	2
dervee	2
espöentable	2
mat	2
ambedos	2
veritable	2
juste2	2
bonëuré	2
ferme1	2
vert	2
seculaire	2
ivel	2
müet	2
froit1	2
cort2	2
semblable	2
charnel2	2
clos	2
angoissos	2
deforain	2
borgne	2
enceinte	2
ferm	2
infernal	2
oscur	2
deschauz	2
oisos	2
gent2	2
vilain	2
umble	2
engignos	2
malëir	2
envïos	2
esmerveillable	2
present1	2
viez	2
lepros	2
clop	2
privé1	2
estout	2
aise	1
plenier1	1
frere	1
söavet	1
avers1	1
felonie	1
seculer	1
lez	1
sacrer	1
pale	1
maumetre	1
maint	1
cartaine	1
tot	1
merveille	1
resplendir	1
tenve	1
deserte1	1
ravissable	1
besoignable	1
vil1	1
voisin	1
premier	1
negier	1
enoios	1
traversain	1
cuit	1
delivre1	1
demi2	1
ainzné	1
moins	1
ars	1
pöeros	1
angle	1
norriz	1
roge	1
covert	1
igal	1
acceptable	1
fëel	1
secretaire1	1
mondain	1
requerre	1
dure	1
venëor	1
longe	1
coi2	1
large	1
engrès	1
pereços	1
quite	1
massi	1
dessemblable	1
empresent	1
pasquerez	1
soverain	1
pitos	1
covoitos	1
fauz	1
tel	1
onde	1
