"","LiSaintAlexis.txt","LiSaintJerome.txt","LiSaintDialogues.txt","LiSaintBenoit.txt","LiSaintBrice.txt","LiSaintGilles.txt","LiSaintNicolas.txt","LiSaintMartin.txt","LiSaintMarcel.txt"
"front",-0.1034,-0.0607,-0.476,-0.3209,-0.0346,0.6468,-0.5248,-0.3821,-0.3835
"cors1",2.0603,-0.6198,-1.0351,2.6853,-0.271,1.1588,10.8946,2.4832,4.6015
"rien",-1.3845,-0.3547,-3.4905,-2.2347,-0.297,-1.0046,-4.1884,-3.6083,-3.112
"garde",-0.4571,2.4338,-2.1031,-0.7872,-0.1528,-0.4904,1.0437,-1.6882,-0.5958
"garder",1.0539,-0.2085,-0.7467,-0.4205,-0.5487,-0.6372,0.6717,-0.5746,0.618
"umble",-0.0421,-0.0247,-0.1939,-0.1307,-0.0141,-0.0452,1.0609,0.5211,-0.1562
"sinage",-0.0082,-0.0048,-0.0378,-0.0255,-0.0027,-0.0088,-0.0417,-0.0303,-0.0304
"miracle",0.6063,0.963,21.5577,5.5726,-0.1387,4.0258,21.0899,13.1267,6.0288
"nuit",0.6687,-0.2252,1.5408,1.1579,0.2618,1.3504,1.002,0.5813,-0.3125
"jor",1.7986,0.6036,2.6159,2.4116,-0.3498,1.0516,-0.9949,-0.3164,1.1506
"tu",-0.6755,-1.0129,5.8376,-1.7433,0.8429,-2.7292,1.0438,-6.5673,18.4099
"decombrer",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"dïable",0.2263,-0.5096,3.2717,8.6534,-0.2905,1.1774,3.113,29.7659,29.6874
"agait",-0.1034,-0.0607,-0.476,-0.3209,-0.0346,-0.111,-0.18,0.2327,-0.3835
"signe1",-0.2381,-0.1397,-0.268,2.1081,-0.0796,0.9288,-0.3229,4.3264,0.8313
"escrire",3.7075,0.421,0.2904,-0.2682,-0.1181,1.2356,-0.3857,-0.7009,-0.7045
"fruit",0.4419,-0.1143,1.2401,-0.2252,-0.0652,-0.2091,-0.9885,-0.7197,-0.7224
"novel",-0.2874,0.4926,-0.7144,-0.8914,-0.0961,-0.3083,-0.8176,-1.0614,-1.0653
"porrir",-0.0241,-0.0141,-0.1108,-0.0747,-0.0081,-0.0258,0.6105,-0.089,-0.0893
"norrir",-0.2321,0.5701,-1.0678,-0.2949,-0.0776,-0.249,-0.3076,-0.3832,-0.8604
"morir",-0.39,-1.5923,-7.1888,-0.7144,1.7021,-0.6945,-3.444,-0.4116,-0.3338
"vivre1",0.2489,0.9942,2.1069,-0.3291,1.5787,0.8301,1.2066,0.4013,1.2779
"ravir",-0.0761,-0.0446,0.257,-0.236,-0.0254,-0.0816,-0.386,-0.281,-0.282
"onorer",-0.3503,-0.2055,-0.9377,-1.0867,-0.1171,0.2372,0.9268,0.2433,-0.6969
"abrache",-0.0033,-0.0019,-0.0151,-0.0102,-0.0011,-0.0035,-0.0167,-0.0121,-0.0122
"aorer2",-0.2704,-0.1586,0.7941,0.2407,-0.0904,-0.2901,-0.2119,6.0742,3.2074
"matiere",-0.1024,-0.06,-0.1513,-0.3175,-0.0342,-0.1098,-0.5192,-0.378,0.2346
"esloignier",0.5833,-0.0771,-0.225,0.6183,-0.0439,-0.141,-0.2617,-0.4852,-0.487
"repairier",0.5125,0.3179,-0.2267,10.7079,0.506,2.1162,5.1491,1.2358,3.4477
"trois",-0.3432,-0.1496,-1.4967,-0.3011,-0.266,-0.3812,1.3018,-2.0469,-2.9488
"assignier",-0.0153,-0.009,-0.0705,-0.0475,-0.0051,-0.0164,-0.0777,-0.0566,-0.0568
"disne",-0.0071,-0.0042,-0.0327,-0.0221,-0.0024,-0.0076,-0.0361,-0.0263,-0.0264
"gré2",-0.3958,-0.2322,-1.1045,-0.6441,-0.1323,-0.4246,-1.2566,-1.4618,-1.4672
"prisier",-0.4998,-0.2932,-2.2995,-1.5502,-0.1671,-0.5362,-1.6992,-1.8459,-1.8528
"present2",-0.0334,-0.0196,-0.1536,-0.1036,-0.0112,-0.0358,-0.1694,-0.1233,-0.1238
"present1",-0.1527,-0.0896,-0.2839,-0.4737,-0.0511,-0.1639,0.5795,-0.564,-0.5661
"serrer",-0.1122,-0.0658,-0.1754,-0.348,-0.0375,-0.1204,-0.5692,0.2112,-0.416
"feme",3.7795,-1.1034,-0.788,-1.0849,0.3721,-2.0182,1.609,-5.7159,-0.9005
"demander",-0.2974,-0.9311,0.9036,0.4615,2.0823,0.6948,-0.286,-0.5125,-1.7242
"comander",1.6102,4.2575,2.767,4.8725,-0.4079,1.9189,0.893,2.0076,21.8397
"amer1",-0.404,-1.3438,-7.1045,-2.4962,-0.766,-0.7337,-5.8012,-4.5852,-2.9734
"chier",-0.2708,-0.3992,-0.5581,-1.342,-0.2275,-0.7301,-1.3548,-1.6807,-1.1467
"maison",9.3195,3.2822,-0.2993,5.1971,-0.3372,-0.2624,1.2766,2.8698,1.0193
"otroiier",0.4607,0.7901,-1.0936,1.047,1.1933,0.4225,1.9593,-0.4694,0.5198
"enfant",1.6083,-0.2929,-0.5849,3.1638,3.3714,1.0701,1.7195,-3.4522,1.7041
"sarror",-0.0022,-0.0013,-0.0101,-0.0068,-7e-04,-0.0023,-0.0111,-0.0081,-0.0081
"rire",-0.3788,-0.2222,-1.7429,-1.175,-0.1267,-0.4064,-1.9216,-1.3991,-1.4043
"damnedeu",-0.445,-0.2611,-2.0476,-1.3804,-0.1488,-0.4775,-2.2577,-1.6437,-0.9678
"'",-8.0406,-4.7168,-36.997,-24.9416,-2.6888,-8.6276,-40.7918,-29.6992,-29.8091
"vieil",-0.3815,0.395,0.9461,-0.3111,1.4499,0.6147,0.5423,0.3917,-1.4144
"mon1",2.0643,-4.1412,-17.0774,-11.3253,-0.4331,-4.549,-7.4092,-11.9858,-3.7504
"onque",0.3733,0.4348,1.5134,1.606,0.5928,-1.0871,-0.775,-0.2704,0.3279
"dieu",-0.2855,-2.4944,-11.4975,-7.2753,-0.7662,-2.9063,-1.7641,-4.7656,2.8987
"tens",0.7185,0.577,2.9209,1.2513,-0.1369,0.9498,1.0043,7.5426,2.8736
"penser",-0.2192,-0.2109,0.4532,2.2325,-0.3301,0.9986,-1.2222,-0.5698,-1.4968
"ris1",-0.0361,-0.0212,-0.1662,-0.1121,-0.0121,-0.0388,-0.1833,-0.1334,-0.1339
"sarresir",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"dotance",-0.185,-0.1085,0.5074,0.4202,-0.0619,0.4355,0.7666,8.9285,0.3302
"esperance",2.0626,0.6657,0.2459,-0.5586,-0.0602,-0.1932,0.7954,0.345,-0.2626
"sëu",-0.0389,-0.0228,-0.1788,-0.1205,-0.013,-0.0417,-0.1971,-0.1435,-0.1441
"aprendre",-0.3134,0.5714,-1.8372,-0.4169,-0.2504,-0.8035,-2.1155,-1.3227,-2.7763
"sovenir",0.5386,-0.087,2.9461,1.042,-0.0496,-0.1592,0.2875,1.4125,0.8726
"sarrer",-0.0033,-0.0019,-0.0151,-0.0102,-0.0011,-0.0035,-0.0167,-0.0121,-0.0122
"vieillece",1.1818,-0.0173,-0.136,0.7205,-0.0099,-0.0317,-0.1499,-0.1092,-0.1096
"cuidier1",-0.204,-0.2361,0.6342,0.3229,-0.5843,-0.4263,-0.4524,0.4971,-2.0895
"maniere",0.4046,1.3395,2.6238,11.386,2.9595,1.9145,4.2333,8.3366,1.0818
"oir",-0.4439,0.3458,-2.0426,-1.377,-0.1484,-0.1546,-1.4595,-1.6397,-1.6458
"vivant",-0.0372,-0.0218,-0.1712,-0.1154,-0.0124,-0.0399,-0.1888,-0.1375,-0.138
"croire",-0.6863,-0.3161,1.0281,-2.2631,1.1078,-0.4132,2.2405,3.4112,1.0536
"ariere",1.0259,-0.4354,0.9996,5.5368,0.3612,0.5559,3.6081,0.9772,-0.2559
"fol3",-0.8283,-0.4859,-1.6017,-2.5692,-0.277,-0.8887,-4.2019,-0.5277,-1.5496
"parole",1.9932,-0.7441,11.6817,9.8244,2.4833,-0.2091,1.3385,3.8643,5.0717
"remanoir",-0.2544,0.7557,-1.4951,0.3111,0.2522,-0.2914,-0.5138,-3.933,-2.2348
"repaire",-0.0876,-0.0514,4.332,1.597,-0.0293,-0.094,2.4183,-0.3235,2.1561
"raison",0.3255,-0.4059,-0.5813,-1.3716,-0.2314,-0.7424,-0.3519,-0.3312,-1.725
"paroir",0.4268,-0.1194,-0.9369,-0.2412,-0.0681,-0.2185,-1.033,-0.7521,-0.7549
"sarré",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"crïer2",0.3266,-0.4049,-0.2555,-0.3426,0.3848,0.613,1.1876,0.2747,0.2718
"redoter1",-0.1259,-0.0738,-0.5792,-0.3905,-0.0421,-0.1351,-0.6387,-0.465,0.5364
"escouter",-0.376,-0.2206,1.6947,-0.3027,-0.1257,-0.4035,0.3517,-0.2186,-0.769
"parfaire",-0.075,-0.044,0.2611,-0.2326,-0.0251,-0.0805,5.4845,0.8739,2.3921
"contre",-0.6104,-0.358,-0.94,-1.1634,-0.2041,-0.6549,-1.5686,-0.6194,-1.4688
"grief",-0.2764,-0.1622,1.5345,0.5013,-0.0924,0.3055,-0.4257,-0.2337,-1.0248
"lonc",-0.3721,0.504,-0.3255,-0.5429,-0.2808,-0.1825,-0.8416,0.5422,-0.5509
"brief",-0.145,-0.0851,-0.2623,0.5579,-0.0485,1.2961,-0.7358,-0.5357,-0.5377
"pëor",0.3296,1.1732,0.3587,-0.3373,-0.2294,0.6181,0.3921,2.5674,0.6308
"noiier2",-0.1078,-0.0633,-0.4961,-0.3345,-0.0361,-0.1157,-0.1922,-0.3983,0.6305
"icel",-0.7051,-0.4136,-1.6814,-1.4056,-0.2358,-0.7565,-1.0576,-0.8176,-2.6139
"encontre1",-0.2106,0.7342,3.6904,0.4029,1.1305,0.3788,2.0343,3.2491,0.4304
"sou",-0.1188,-0.0697,-0.5465,1.9666,-0.0397,-0.1274,-0.2238,1.7172,-0.4403
"esdrecier",-0.0044,-0.0026,-0.0201,-0.0136,-0.0015,-0.0047,-0.0222,-0.0162,-0.0162
"vis1",-0.2857,-0.1676,-1.3147,-0.8863,-0.0955,-0.3066,-1.4495,-1.0554,-1.0593
"renoiier1",-0.0832,-0.0488,-0.3828,-0.2581,-0.0278,-0.0893,-0.4221,-0.3073,-0.3084
"convoiier",-0.052,-0.0305,0.9785,-0.1613,-0.0174,-0.0558,-0.2638,0.4469,-0.1928
"celer1",-0.1699,-0.2964,0.5403,-0.5201,0.4918,-0.1901,-1.1752,-1.8662,-1.1469
"reveler2",-0.029,-0.017,-0.1335,-0.09,-0.0097,-0.0311,-0.1472,-0.1071,-0.1075
"chose",1.9886,3.8969,23.2828,17.2875,0.5591,5.4595,11.9393,17.0307,0.7778
"issir",2.7312,0.3291,-0.3763,2.6171,0.2263,0.2583,0.6738,0.8866,2.8302
"itel",-0.2096,-0.123,-0.9646,-0.6503,-0.0701,-0.2249,-1.0635,-0.7743,-0.7772
"pro",-0.808,-0.1534,-3.7178,-1.6749,-0.2702,-0.867,-4.0992,-2.0874,-2.0971
"benëir",0.3235,-0.1641,3.0261,0.4927,-0.0935,1.483,1.7424,3.7572,10.1007
"maisniee",7.3287,-0.1239,0.4134,-0.2553,0.8235,1.0145,2.4285,-0.7804,0.2696
"cas1",-0.1149,-0.0674,-0.5289,-0.3565,-0.0384,-0.1233,-0.5831,-0.4245,-0.4261
"tozjors",-0.0476,-0.0279,-0.2191,-0.1477,-0.0159,-0.0511,-0.2416,-0.1759,-0.1765
"amener",-0.177,0.8077,-0.4429,0.2967,-0.1733,-0.5562,-0.3571,-0.2585,-0.261
"mener",1.3259,1.0721,0.4499,-0.4857,-0.5722,4.4485,-0.9693,-0.5096,0.3102
"trop",-1.4334,0.2394,-3.124,-3.3947,-0.4793,-0.8805,-2.6049,-3.3504,-3.3671
"vile",-0.3671,0.5093,-0.6461,-0.5318,-0.2783,-0.8928,1.4182,-0.7773,-0.2321
"ort",-0.0022,-0.0013,-0.0101,-0.0068,-7e-04,-0.0023,-0.0111,-0.0081,-0.0081
"livrer",-0.2239,-0.1313,-1.0301,-0.6944,-0.0749,-0.2402,0.3154,-0.8269,-0.8299
"mort",-1.1738,-0.6886,-1.4408,-1.0964,-0.3925,-0.6681,0.8269,1.0932,0.5197
"maintenante",-0.0055,-0.0032,-0.0252,-0.017,-0.0018,-0.0059,-0.0278,-0.0202,-0.0203
"constrement",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"respit",-0.1013,-0.0594,-0.4659,-0.3141,-0.0339,-0.1086,0.4815,-0.374,-0.3754
"angele",1.8369,-0.2354,5.6627,0.2635,-0.1342,0.5838,0.3006,4.8936,19.0394
"somel",-0.0038,-0.0022,-0.0176,-0.0119,-0.0013,-0.0041,-0.0194,-0.0142,-0.0142
"envoiier",0.3214,0.2144,0.8984,6.536,-0.2334,-0.3134,2.0363,-0.5301,1.0994
"aler",-0.3327,1.696,-0.293,3.8125,0.7143,0.405,-0.7396,-1.3364,-1.2488
"damner",-0.0881,2.1868,1.1707,-0.2733,-0.0295,-0.0946,-0.139,-0.3255,0.2768
"mat",-0.0465,-0.0273,-0.2141,-0.1443,-0.0156,-0.0499,0.9887,0.4858,0.4844
"maubaillir",-0.0602,-0.0353,-0.277,0.4565,-0.0201,-0.0646,-0.3054,-0.2224,-0.2232
"devant",1.4156,1.5994,0.9566,1.1125,1.8086,0.9658,1.8712,4.1462,3.5298
"servise",0.2444,0.4087,-0.5897,-0.2877,-0.1225,-0.3929,1.1691,-0.2053,0.689
"ofrir",-0.2036,-0.1194,-0.9369,-0.6316,-0.0681,0.403,-0.2388,-0.7521,-0.7549
"puis",-1.1576,0.3499,-0.9666,0.5612,-0.8483,-0.2482,0.9934,-0.2896,1.3062
"sofrir",0.6665,-0.2259,-0.3257,-0.3996,0.2612,-0.5564,-0.2402,0.7623,-0.6446
"ordre",-0.1872,0.6509,0.2302,3.3455,-0.0626,0.4315,0.7542,-0.2771,-0.2787
"durer",0.271,-0.1955,-0.5002,-1.034,0.6452,-0.3577,-1.6911,0.806,-0.6501
"gaber",0.5092,-0.0944,-0.7404,-0.4992,-0.0538,-0.1727,-0.8164,-0.5944,-0.5966
"abragier",-0.0038,-0.0022,-0.0176,-0.0119,-0.0013,-0.0041,-0.0194,-0.0142,-0.0142
"baire",-0.0044,-0.0026,-0.0201,-0.0136,-0.0015,-0.0047,-0.0222,-0.0162,-0.0162
"priier",-0.2689,1.2441,3.5686,-0.317,-0.5075,4.4273,9.7067,0.5063,7.0396
"pitos",-0.0361,-0.0212,0.4976,-0.1121,-0.0121,-0.0388,-0.1833,-0.1334,-0.1339
"e2",-0.1357,-0.0796,-0.6246,-0.4211,-0.0454,-0.1456,0.3285,-0.5014,-0.5032
"bas",-0.2562,-0.1503,-0.6079,-0.3423,-0.0857,-0.2749,-0.6973,-0.9462,0.429
"esperitüel",-0.0389,-0.0228,-0.1788,0.6155,-0.013,-0.0417,0.4378,-0.1435,-0.1441
"destruire",-0.3536,0.4205,1.4385,2.3605,-0.1182,0.2347,1.2381,4.8242,0.4494
"ton4",0.4686,-0.9925,-3.1084,-0.5742,0.4222,-0.7785,-0.5888,-3.4655,6.85
"pueple",1.2891,-0.3519,-0.2579,-1.861,5.0504,0.3606,1.0144,2.6417,33.7118
"abaissier",-0.1401,-0.0822,-0.2487,0.199,-0.0469,-0.1503,0.6488,-0.5175,0.4748
"ire",0.523,-0.2797,-0.9176,-0.2529,-0.1594,-0.5116,-0.2841,-0.3724,-0.6407
"jugier",-0.3109,-0.1824,-0.7967,-0.9644,-0.104,-0.3336,-0.5253,-1.1484,-1.1526
"esprover",-0.162,-0.095,3.4184,0.4933,-0.0542,0.4817,0.5338,-0.5984,-0.6006
"cope1",-0.1812,-0.1063,-0.8336,0.4314,-0.0606,-0.1944,1.2044,1.697,-0.6717
"entechier",-0.0482,-0.0283,-0.2216,-0.1494,-0.0161,-0.0517,0.3662,-0.1779,-0.1786
"fausser",-0.0761,-0.0446,-0.3501,-0.236,-0.0254,-0.0816,-0.386,-0.281,-0.282
"faus",-0.2737,-0.1605,-1.2593,-0.3778,-0.0915,-0.2937,-0.418,-0.488,-0.2308
"perdre",-1.3967,0.2501,-2.0565,-1.5245,-0.4671,-0.4809,0.4381,-3.2356,-1.3164
"joste2",-0.1237,-0.0726,-0.5692,-0.3837,-0.0414,-0.1327,-0.6275,-0.4569,-0.4586
"cincante",-0.052,-0.0305,-0.2392,-0.1613,-0.0174,-0.0558,-0.2638,-0.1921,-0.1928
"bais",-0.0088,-0.0051,-0.0403,-0.0272,-0.0029,-0.0094,-0.0444,-0.0323,-0.0325
"douz",0.9678,-0.145,-0.5463,-0.4587,-0.2609,1.8557,-0.7022,0.3079,0.3045
"crëanter",-0.0892,-0.0523,-0.4105,-0.2767,-0.0298,-0.0957,-0.4526,-0.3295,-0.3307
"garçon",-0.1193,-0.07,-0.549,-0.3701,-0.0399,-0.128,-0.6053,-0.4407,-0.4424
"comparer2",-0.2042,-0.1198,-0.9394,-0.6333,-0.0683,-0.2191,-0.5052,-0.7541,-0.318
"ice",-1.2855,-0.7541,-5.915,-3.9876,-0.4299,-1.3794,-6.5217,-4.7482,-4.7658
"borse",-0.0509,-0.0299,-0.2342,-0.1579,-0.017,-0.0546,0.9242,-0.188,-0.1887
"bëer",-0.1029,-0.0604,0.5283,0.2836,-0.0344,-0.1104,-0.522,-0.3801,-0.3815
"merveillier",-0.2874,-0.1686,-0.7144,-0.8914,-0.0961,-0.3083,-1.4579,-1.0614,-1.0653
"priiere",1.2661,-0.2158,0.7061,0.5709,-0.123,7.363,7.593,2.3215,1.3954
"volentiers",-0.2402,-0.3693,-0.2986,0.7777,-0.2105,1.14,0.9108,1.0358,-0.6629
"porchaz",-0.0219,-0.0128,-0.1007,-0.0679,-0.0073,-0.0235,-0.1111,-0.0809,-0.0812
"garantir",-0.1013,-0.0594,-0.4659,-0.3141,-0.0339,0.655,-0.5137,0.6727,0.2376
"repentir",0.4023,-0.1284,-0.2274,-0.2697,-0.0732,0.379,-0.5586,-0.3513,-0.8117
"or1",1.2473,-0.2759,-2.7835,-3.641,-0.3925,-1.2595,7.3811,-1.9777,1.5757
"vif",-0.4018,-0.2357,-1.1269,-1.2463,-0.1344,-0.4311,-0.5054,-1.484,-1.4895
"chascun",1.2014,0.4772,-0.888,-1.0513,-0.5046,-0.9441,-1.1815,-1.5407,0.8151
"afichier",-0.0662,-0.0388,-0.3047,-0.2054,-0.0221,-0.0711,-0.336,0.3659,-0.2455
"öir",5.3352,-0.2203,11.6311,2.89,1.4187,-1.1639,7.6066,8.2948,5.9063
"vostre",-0.9405,-0.9658,-7.5448,-4.155,-0.9386,-2.1118,-4.5312,-8.9709,-5.4863
"some3",-0.1018,-0.0597,-0.15,-0.3158,-0.034,-0.1092,-0.1754,-0.376,-0.3774
"enoiier",-0.3421,-0.2007,-0.2908,-0.2522,-0.1144,-0.3671,-1.0358,-0.3518,-1.2683
"un",1.3923,2.525,10.9905,20.3933,-0.4151,4.8199,3.456,8.4407,-0.945
"foie2",1.5147,0.8328,14.8948,17.8185,1.0624,0.5981,4.0755,21.9265,3.2426
"uevre",2.7613,3.038,26.7525,4.3304,2.0616,1.9379,10.5728,17.2826,3.0398
"oser",0.28,-0.1402,-0.2347,-0.2693,-0.2555,1.3681,0.5507,0.6862,-0.4348
"removoir",1.1741,-0.0177,-0.1385,0.7134,-0.0101,-0.0323,-0.1527,3.8818,0.6447
"tencier",-0.2923,-0.1715,-1.3449,-0.4164,-0.0977,-0.3136,-0.2539,-0.5366,-1.0836
"lors",0.4803,0.5255,0.5922,2.1106,0.6796,1.4802,2.3806,0.6644,0.7953
"moins",-0.4538,0.3389,-0.3214,-0.2257,0.5303,-0.4869,-2.3021,-0.9887,-1.6823
"doloir",-0.0569,-0.0334,0.344,-0.1766,-0.019,-0.0611,0.3136,1.072,-0.211
"ici",-0.8206,-0.3835,-3.8405,-2.1222,-0.4885,-0.5207,-2.2755,-5.3956,-2.7954
"iluec",-0.5397,-0.2439,-1.2105,-0.9348,-0.3623,-0.3012,-1.8677,-1.7368,-2.2904
"merci",-0.1725,-0.1748,-2.303,-0.8861,-0.2931,-0.9404,-1.2279,-1.6764,-1.2207
"pardoner",-0.197,-0.1156,1.7136,-0.2292,-0.0659,2.8055,-0.4799,-0.7278,-0.7305
"out",-0.266,-0.156,-1.224,-0.8252,-0.089,-0.2854,-1.3495,-0.9826,-0.9862
"carante",-0.0903,-0.053,-0.4155,-0.2801,-0.0302,-0.0969,-0.4582,-0.3336,-0.3348
"cinc",-0.2135,-0.1252,-0.9822,-0.6622,-0.0714,-0.229,-1.083,-0.7885,-0.7914
"plein",0.2273,-0.1717,0.3637,0.7669,-0.2898,-0.9299,0.665,-0.2625,-0.404
"misericorde",2.8435,0.6139,-0.202,-0.2462,-0.069,1.823,11.9392,4.85,4.8365
"recorder",-0.1034,-0.0607,-0.476,-0.3209,-0.0346,-0.111,-0.18,-0.3821,-0.3835
"ueil",-0.5922,-0.6783,-3.372,-1.948,-0.3867,-1.2407,-1.3781,-0.4507,-0.8552
"cendre",0.9652,-0.0292,1.0096,-0.1545,-0.0167,-0.0534,-0.2527,-0.184,-0.1846
"descendre",-0.6142,-0.3603,-1.3665,-0.2554,-0.2054,-0.659,-3.1159,0.3757,-0.6317
"oblïer",-0.3164,-0.1856,-0.816,0.7183,-0.1058,-0.3395,-0.9322,-0.6007,-0.6039
"ahardre",-0.0038,-0.0022,-0.0176,-0.0119,-0.0013,-0.0041,-0.0194,-0.0142,-0.0142
"cure",0.6498,-0.227,-1.072,-1.2004,-0.1294,-0.4152,-0.4679,-0.796,-0.8001
"aise",-0.1943,-0.114,-0.8941,-0.2242,-0.065,-0.2085,-0.9858,0.3088,-0.7204
"juene",0.2951,-0.1801,-1.4129,0.4267,0.6766,-0.3295,-0.514,-1.1342,-0.2888
"dame",1.4109,-1.6961,-11.8022,-7.6322,-0.9669,-2.1911,-5.2792,-10.6796,-0.4619
"mari",2.3706,-0.0816,-0.2457,-0.4312,-0.0465,-0.1492,-0.2855,-0.5135,2.1445
"esforcier1",-0.0837,-0.0491,-0.3853,-0.2598,-0.028,-0.0899,0.5934,-0.3093,-0.3105
"suen",-0.4219,-0.5363,-1.8834,0.678,-0.3057,-0.4676,-1.7236,-3.3768,-1.7937
"force2",-0.29,0.2093,0.4684,-0.2195,-0.238,-0.3227,0.6721,-0.2216,-2.6383
"pensee",0.9469,-0.1461,3.41,4.7932,-0.0833,-0.2672,0.4812,0.451,2.2195
"defense",-0.0772,-0.0453,-0.3551,-0.2394,-0.0258,-0.0828,-0.3915,0.3176,-0.2861
"corrocier",1.0299,-0.2726,1.5493,-0.4481,0.5217,-0.4987,-0.2644,-0.6093,-0.3552
"encore",0.793,1.5525,7.8297,0.5592,1.7871,0.435,3.6627,2.888,0.4323
"covenir",-0.7429,-0.4358,0.5783,-0.409,-0.2484,-0.3442,-0.2989,-0.2535,0.7267
"esprendre2",-0.1686,-0.0989,0.9785,1.4736,-0.0564,-0.1809,0.8676,0.7606,-0.625
"grever",-0.2644,0.5224,-0.3273,-0.3589,0.7348,-0.2837,-0.7286,1.1148,-0.9801
"plaire",0.5805,-0.2594,-0.7956,-1.0132,0.2363,-1.2101,-1.6261,-1.8543,-1.8654
"peine",0.7732,-0.5453,0.5493,0.4616,2.2095,-0.4791,-1.7756,0.7634,0.2713
"atalenter",-0.017,-0.01,-0.0781,-0.0526,-0.0057,-0.0182,-0.0861,-0.0627,-0.0629
"trente",-0.1856,-0.1088,-0.8538,-0.5756,-0.062,-0.1991,-0.9413,-0.6854,-0.6879
"despire",0.5667,-0.0806,0.7481,0.204,0.9984,0.5409,0.3228,0.9479,-0.1718
"oposer",-0.0219,-0.0128,-0.1007,-0.0679,-0.0073,-0.0235,-0.1111,-0.0809,-0.0812
"doucement",-0.2102,0.607,1.5937,0.3547,-0.0703,0.3925,0.9947,-0.7763,0.2719
"laissier",-0.2284,-0.1916,1.7868,0.5995,-0.3127,0.4995,0.4267,0.4568,0.9685
"piu",5.2109,1.1867,-0.2292,-0.1545,-0.0167,2.161,4.5515,0.4618,1.169
"misericort",3.4844,-0.0067,-0.0529,-0.0357,-0.0038,1.5529,2.1041,-0.0425,-0.0426
"ame",1.4482,-0.1445,-3.5818,1.5789,0.346,0.2422,-0.6985,-0.6745,2.4635
"adès",0.3464,1.3111,1.659,-0.35,-0.0869,0.3243,-0.1931,0.4213,2.7008
"vint",-0.3125,-0.1833,-1.4381,-0.9695,0.6698,-0.3354,-1.5856,-0.5904,-1.1587
"matal",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"apaiier",-0.0164,-0.0096,-0.0756,-0.0509,-0.0055,-0.0176,-0.0833,-0.0606,-0.0609
"paiier",-0.2392,-0.1403,-1.1006,0.2935,-0.08,-0.2567,0.2777,-0.8835,-0.8868
"abrachier",-0.0049,-0.0029,-0.0227,-0.0153,-0.0016,-0.0053,-0.025,-0.0182,-0.0183
"fort",-0.9208,-0.5402,-3.204,-2.8563,-0.3079,-0.988,-1.7459,-3.4011,-2.4652
"dur",-0.2802,-0.1644,0.2453,-0.8693,-0.0937,-0.3007,-1.4217,-0.505,-0.5077
"ainz",2.1386,-0.2267,2.2138,0.7705,0.8334,0.382,0.5641,1.0043,0.5302
"repriier",-0.0022,-0.0013,-0.0101,-0.0068,-7e-04,-0.0023,-0.0111,-0.0081,-0.0081
"rechief_(de)",-0.0175,-0.0103,-0.0806,-0.0543,-0.0059,-0.0188,-0.0889,-0.0647,-0.0649
"chief1",-1.262,-0.7403,-2.0701,-1.2611,0.2065,-1.3541,-1.0979,-1.0409,-3.6066
"justicier1",-0.012,-0.0071,-0.0554,-0.0374,-0.004,-0.0129,-0.0611,-0.0445,-0.0446
"foiz",-0.8693,-0.51,-2.2766,-1.2722,-0.2907,-0.9328,-4.4103,-3.211,-3.2229
"nombre",-0.0974,-0.0572,-0.1397,0.2999,-0.0326,-0.1045,-0.1635,0.2492,1.2893
"pis1",-0.0805,-0.0472,-0.3702,-0.2496,-0.0269,-0.0863,-0.4082,-0.2972,-0.2983
"dis1",-0.3952,-0.2318,-1.8184,-1.2259,-0.1322,0.2053,-2.0049,-1.4597,-1.4651
"pitié",0.6418,0.3861,-0.3915,-1.2157,0.5842,0.5981,2.1455,-0.4513,0.3685
"solement2",-0.2288,-0.1342,-1.0527,-0.7097,-0.0765,-0.2455,-1.1607,-0.8451,-0.3772
"esmovoir",1.1448,1.5575,0.4881,-0.2164,0.8663,1.0925,1.6016,-0.7015,0.6558
"corroz",-0.1002,-0.0588,-0.4609,-0.3107,-0.0335,-0.1075,-0.5081,0.2416,-0.3713
"festu",-0.0093,-0.0055,-0.0428,-0.0289,-0.0031,-0.01,-0.0472,-0.0344,-0.0345
"rompre",-0.2594,-0.1522,-1.1938,-0.8048,-0.0868,-0.2784,-0.7098,-0.9583,-0.454
"sol1",-0.8409,-0.1636,0.4013,-0.3502,-0.2812,0.4637,-0.8443,-0.2375,0.7315
"tochier",-0.1779,-0.1044,-0.8185,-0.5518,-0.0595,-0.1909,-0.9025,-0.2563,-0.6595
"assais",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"sauver",-0.5425,-0.3182,-2.496,-1.6827,-0.1814,-0.5821,-2.752,-1.2536,0.3092
"derriemuet",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
